adresse,Date mutation,Valeur fonciere,Code_postal,Commune,Surface reelle bati,Surface terrain,Nombre pieces principales,Code commune,Type local,Valeur foncière au mètre carré,search,longitude,latitude,result_score
1 ALL ADRIENNE,02/01/2024,153000.0,93250,VILLEMOMBLE,37.0,0.0,2.0,77,Appartement,4135.135135135135,1 ALL ADRIENNE 93250 VILLEMOMBLE,2.506387,48.892543,0.8528454010695186
1 ALL ANDRE MALRAUX,08/11/2024,234000.0,77370,NANGIS,81.0,232.0,4.0,327,Maison,2888.8888888888887,1 ALL ANDRE MALRAUX 77370 NANGIS,3.021352,48.555318,0.8507826737967914
1 ALL ANDRE MALRAUX,23/02/2024,333000.0,78260,ACHERES,88.0,408.0,4.0,5,Maison,3784.090909090909,1 ALL ANDRE MALRAUX 78260 ACHERES,2.061936,48.9531,0.8560466233766233
1 ALL ANTOINE GROSSIN,12/07/2024,710250.0,92140,CLAMART,95.0,0.0,4.0,23,Maison,7476.315789473684,1 ALL ANTOINE GROSSIN 92140 CLAMART,2.273156,48.8121,0.8703935380835379
1 ALL ARAGON,19/06/2024,159000.0,93290,TREMBLAY-EN-FRANCE,63.0,0.0,4.0,73,Appartement,2523.809523809524,1 ALL ARAGON 93290 TREMBLAY-EN-FRANCE,2.572306,48.950582,0.7563370707070707
1 ALL ARAGON,22/08/2024,194000.0,93290,TREMBLAY-EN-FRANCE,84.0,0.0,5.0,73,Appartement,2309.5238095238096,1 ALL ARAGON 93290 TREMBLAY-EN-FRANCE,2.572306,48.950582,0.7563370707070707
1 ALL ARNAUD BELTRAME,09/09/2024,443600.0,94800,VILLEJUIF,90.0,0.0,4.0,76,Appartement,4928.888888888889,1 ALL ARNAUD BELTRAME 94800 VILLEJUIF,2.354638,48.788194,0.8657171794871795
1 ALL ARNAUD BELTRAME,27/08/2024,363250.0,92150,SURESNES,44.0,0.0,2.0,73,Appartement,8255.681818181818,1 ALL ARNAUD BELTRAME 92150 SURESNES,2.219451,48.862451,0.8648016746411482
1 ALL ARTHUR RIMBAUD,18/09/2024,161970.0,78500,SARTROUVILLE,80.0,0.0,4.0,586,Maison,2024.625,1 ALL ARTHUR RIMBAUD 78500 SARTROUVILLE,2.203539,48.941819,0.8787772949002216
1 ALL BERLIOZ,06/11/2024,130000.0,91200,ATHIS MONS,63.0,0.0,4.0,27,Appartement,2063.4920634920636,1 ALL BERLIOZ 91200 ATHIS MONS,2.385658,48.703431,0.7017324708624708
1 ALL CAMILLE PISSARO,14/05/2024,164800.0,95230,SOISY SS MONTMORENCY,82.0,0.0,4.0,598,Appartement,2009.7560975609756,1 ALL CAMILLE PISSARO 95230 SOISY SS MONTMORENCY,2.292317,48.99248,0.8002875757575757
1 ALL CAMILLE ST SAENS,04/10/2024,265000.0,92260,FONTENAY-AUX-ROSES,67.0,0.0,4.0,32,Appartement,3955.223880597015,1 ALL CAMILLE ST SAENS 92260 FONTENAY-AUX-ROSES,2.300566,48.786943,0.7988287993138936
1 ALL CARPEAUX,16/12/2024,157000.0,93800,EPINAY SUR SEINE,62.0,0.0,3.0,31,Appartement,2532.2580645161293,1 ALL CARPEAUX 93800 EPINAY SUR SEINE,2.322701,48.95554,0.863501724941725
1 ALL CATALOGNE,15/03/2024,250000.0,95140,GARGES-LES-GONESSE,96.0,137.0,5.0,268,Maison,2604.1666666666665,1 ALL CATALOGNE 95140 GARGES-LES-GONESSE,2.414976,48.969533,0.8215794949494949
1 ALL CHANTAL RABUTIN,18/10/2024,148000.0,77380,COMBS LA VILLE,66.0,0.0,3.0,122,Appartement,2242.4242424242425,1 ALL CHANTAL RABUTIN 77380 COMBS LA VILLE,2.567477,48.665076,0.8720408264462809
1 ALL CHANTECLAIR,24/05/2024,90865.6,94200,IVRY-SUR-SEINE,62.0,0.0,3.0,41,Appartement,1465.5741935483873,1 ALL CHANTECLAIR 94200 IVRY-SUR-SEINE,2.391668,48.818915,0.8751872727272727
1 ALL CLAUDE DEBUSSY,30/01/2024,205000.0,93160,NOISY-LE-GRAND,63.0,0.0,3.0,51,Appartement,3253.968253968254,1 ALL CLAUDE DEBUSSY 93160 NOISY-LE-GRAND,2.532116,48.84811,0.8816406765327695
1 ALL COLETTE,23/08/2024,261000.0,78260,ACHERES,98.0,330.0,5.0,5,Maison,2663.265306122449,1 ALL COLETTE 78260 ACHERES,2.060877,48.952052,0.8353799686520376
1 ALL COLETTE,29/02/2024,157000.0,91270,VIGNEUX SUR SEINE,74.0,0.0,4.0,657,Appartement,2121.6216216216217,1 ALL COLETTE 91270 VIGNEUX SUR SEINE,2.418706,48.701,0.8710371794871794
1 ALL COLETTE,30/08/2024,104000.0,91270,VIGNEUX SUR SEINE,30.0,0.0,1.0,657,Appartement,3466.6666666666665,1 ALL COLETTE 91270 VIGNEUX SUR SEINE,2.418706,48.701,0.8710371794871794
1 ALL COLETTE,31/05/2024,145000.0,91270,VIGNEUX SUR SEINE,132.0,0.0,7.0,657,Appartement,1098.4848484848485,1 ALL COLETTE 91270 VIGNEUX SUR SEINE,2.418706,48.701,0.8710371794871794
1 ALL CONDORCET,14/12/2024,183250.0,77100,MEAUX,58.0,0.0,3.0,284,Appartement,3159.4827586206898,1 ALL CONDORCET 77100 MEAUX,2.908414,48.950577,0.8357699686520375
1 ALL COROT,19/06/2024,263000.0,95470,FOSSES,83.0,379.0,3.0,250,Maison,3168.6746987951806,1 ALL COROT 95470 FOSSES,2.516631,49.10176,0.8156671328671328
1 ALL COSTES ET BELLONTE,09/12/2024,155000.0,94550,CHEVILLY-LARUE,53.0,0.0,2.0,21,Appartement,2924.5283018867926,1 ALL COSTES ET BELLONTE 94550 CHEVILLY-LARUE,2.339912,48.770512,0.8780032882011605
1 ALL D ANJOU,09/07/2024,185000.0,93330,NEUILLY-SUR-MARNE,83.0,0.0,4.0,50,Appartement,2228.9156626506024,1 ALL D ANJOU 93330 NEUILLY-SUR-MARNE,2.53608,48.867132,0.8693517249417249
1 ALL D OBERNAI,23/05/2024,163000.0,93110,ROSNY-SOUS-BOIS,65.0,0.0,3.0,64,Appartement,2507.6923076923076,1 ALL D OBERNAI 93110 ROSNY-SOUS-BOIS,2.498231,48.865024,0.8628044522144521
1 ALL D ORLEANS,04/07/2024,450000.0,92160,ANTONY,78.0,0.0,3.0,2,Appartement,5769.2307692307695,1 ALL D ORLEANS 92160 ANTONY,2.305887,48.752566,0.8448487878787878
1 ALL D'OLERON,13/02/2024,240000.0,77176,SAVIGNY-LE-TEMPLE,83.0,273.0,5.0,445,Maison,2891.5662650602408,1 ALL D'OLERON 77176 SAVIGNY-LE-TEMPLE,2.564208,48.596992,0.8727445454545455
1 ALL DE BELLE ILE,05/04/2024,532000.0,78180,MONTIGNY LE BRETONNEUX,123.0,456.0,5.0,423,Maison,4325.20325203252,1 ALL DE BELLE ILE 78180 MONTIGNY LE BRETONNEUX,2.021403,48.768046,0.8887184972170686
1 ALL DE DIJON,15/10/2024,160000.0,91170,VIRY CHATILLON,82.0,0.0,5.0,687,Appartement,1951.219512195122,1 ALL DE DIJON 91170 VIRY CHATILLON,2.360962,48.669881,0.8628289926289926
1 ALL DE GASCOGNE,06/09/2024,164700.0,95370,MONTIGNY LES CORMEILLES,63.0,0.0,4.0,424,Appartement,2614.285714285714,1 ALL DE GASCOGNE 95370 MONTIGNY LES CORMEILLES,2.192137,48.988378,0.8804094063079777
1 ALL DE KALENDIA,29/05/2024,230000.0,93380,PIERREFITTE-SUR-SEINE,81.0,0.0,4.0,59,Maison,2839.5061728395062,1 ALL DE KALENDIA 93380 PIERREFITTE-SUR-SEINE,2.360663,48.967804,0.4859162450592885
1 ALL DE L ADOUR,30/09/2024,355000.0,78180,MONTIGNY LE BRETONNEUX,87.0,205.0,4.0,423,Maison,4080.4597701149423,1 ALL DE L ADOUR 78180 MONTIGNY LE BRETONNEUX,2.04599,48.771222,0.8820460154738877
1 ALL DE L AQUEDUC,18/11/2024,168000.0,78340,CLAYES-SOUS-BOIS (LES),76.0,0.0,4.0,165,Appartement,2210.5263157894738,1 ALL DE L AQUEDUC 78340 CLAYES-SOUS-BOIS (LES),1.972284,48.822564,0.8791341972920695
1 ALL DE L ECOLE DU CANAL,10/12/2024,250000.0,92140,CLAMART,39.0,0.0,1.0,23,Appartement,6410.25641025641,1 ALL DE L ECOLE DU CANAL 92140 CLAMART,2.242791,48.779685,0.8746245676274944
1 ALL DE L ILE DE FRANCE,02/05/2024,275000.0,77450,MONTRY,84.0,444.0,5.0,315,Maison,3273.809523809524,1 ALL DE L ILE DE FRANCE 77450 MONTRY,2.832134,48.88305,0.8584008158508158
1 ALL DE L ORANGERIE,28/02/2024,105000.0,95130,FRANCONVILLE LA GARENNE,41.0,0.0,3.0,252,Appartement,2560.9756097560976,1 ALL DE L ORANGERIE 95130 FRANCONVILLE LA GARENNE,2.231939,48.983308,0.7252982174688056
1 ALL DE L ORANGERIE,28/06/2024,639150.0,78230,PECQ (LE),95.0,0.0,4.0,481,Maison,6727.894736842105,1 ALL DE L ORANGERIE 78230 PECQ (LE),2.09222,48.884081,0.8122980343980344
1 ALL DE LA BARBACANE,28/05/2024,321250.0,78340,CLAYES-SOUS-BOIS (LES),104.0,227.0,4.0,165,Maison,3088.9423076923076,1 ALL DE LA BARBACANE 78340 CLAYES-SOUS-BOIS (LES),1.971833,48.82081,0.8902627272727273
1 ALL DE LA BATELLERIE,19/04/2024,517000.0,93160,NOISY-LE-GRAND,92.0,0.0,4.0,51,Maison,5619.565217391304,1 ALL DE LA BATELLERIE 93160 NOISY-LE-GRAND,2.525433,48.848282,0.8898573737373736
1 ALL DE LA BERGERIE,02/10/2024,393200.0,78680,EPONE,115.0,455.0,8.0,217,Maison,3419.1304347826085,1 ALL DE LA BERGERIE 78680 EPONE,1.809662,48.953565,0.8503826737967913
1 ALL DE LA BERGERIE,03/05/2024,450300.0,77400,THORIGNY SUR MARNE,174.0,748.0,5.0,464,Maison,2587.9310344827586,1 ALL DE LA BERGERIE 77400 THORIGNY SUR MARNE,2.711149,48.896358,0.8828251063829786
1 ALL DE LA BUCHETTE,04/09/2024,167000.0,91560,CROSNE,87.0,0.0,5.0,191,Appartement,1919.5402298850574,1 ALL DE LA BUCHETTE 91560 CROSNE,2.462155,48.722562,0.8500293506493505
1 ALL DE LA CARAVELLE,02/02/2024,190000.0,94430,CHENNEVIERES SUR MARNE,63.0,0.0,3.0,19,Appartement,3015.873015873016,1 ALL DE LA CARAVELLE 94430 CHENNEVIERES SUR MARNE,2.550215,48.801818,0.8860944755244755
1 ALL DE LA CERISAIE,27/06/2024,637230.0,78460,CHEVREUSE,158.0,590.0,6.0,160,Maison,4033.1012658227846,1 ALL DE LA CERISAIE 78460 CHEVREUSE,2.052165,48.706004,0.8548944019138756
1 ALL DE LA CLOSERIE DE GALLY,07/03/2024,175700.0,78210,SAINT-CYR-L ECOLE,35.0,0.0,1.0,545,Appartement,5020.0,1 ALL DE LA CLOSERIE DE GALLY 78210 SAINT-CYR-L ECOLE,2.075482,48.806571,0.8947579338842975
1 ALL DE LA CORDERIE,19/04/2024,190000.0,91160,LONGJUMEAU,64.0,0.0,3.0,345,Appartement,2968.75,1 ALL DE LA CORDERIE 91160 LONGJUMEAU,2.292729,48.695382,0.8622808158508158
1 ALL DE LA COURONNE BOREALE,30/09/2024,159000.0,95800,COURDIMANCHE,44.0,0.0,2.0,183,Appartement,3613.6363636363635,1 ALL DE LA COURONNE BOREALE 95800 COURDIMANCHE,2.003629,49.049155,0.8868557699443412
1 ALL DE LA CROISEE,27/08/2024,539000.0,95290,L'ISLE-ADAM,272.0,639.0,12.0,313,Maison,1981.6176470588234,1 ALL DE LA CROISEE 95290 L'ISLE-ADAM,2.23054,49.105471,0.8659744522144521
1 ALL DE LA CROIX DES CHAMPS,19/11/2024,178000.0,77176,SAVIGNY-LE-TEMPLE,85.0,0.0,4.0,445,Appartement,2094.1176470588234,1 ALL DE LA CROIX DES CHAMPS 77176 SAVIGNY-LE-TEMPLE,2.571496,48.603107,0.8936981144781144
1 ALL DE LA GALIOTE,01/10/2024,157000.0,94430,CHENNEVIERES SUR MARNE,63.0,0.0,3.0,19,Appartement,2492.063492063492,1 ALL DE LA GALIOTE 94430 CHENNEVIERES SUR MARNE,2.5508,48.801576,0.8791318181818182
1 ALL DE LA GRAND COUR,22/03/2024,359650.0,78690,SAINT-REMY-L HONORE,86.0,0.0,4.0,576,Appartement,4181.976744186047,1 ALL DE LA GRAND COUR 78690 SAINT-REMY-L HONORE,1.882125,48.755395,0.8701527272727272
1 ALL DE LA GRANDE OURSE,10/07/2024,295000.0,91100,VILLABE,92.0,181.0,5.0,659,Maison,3206.521739130435,1 ALL DE LA GRANDE OURSE 91100 VILLABE,2.463815,48.587859,0.8633636363636363
1 ALL DE LA MACHINE DE MARLY,06/12/2024,148000.0,78210,SAINT-CYR-L ECOLE,27.0,0.0,1.0,545,Appartement,5481.481481481482,1 ALL DE LA MACHINE DE MARLY 78210 SAINT-CYR-L ECOLE,2.05916,48.804286,0.8850253872053871
1 ALL DE LA MALVOISINE,27/06/2024,263000.0,77186,NOISIEL,62.0,0.0,3.0,337,Appartement,4241.935483870968,1 ALL DE LA MALVOISINE 77186 NOISIEL,2.627238,48.842787,0.8618371291866028
1 ALL DE LA MALVOISINE,27/09/2024,258000.0,77186,NOISIEL,62.0,0.0,3.0,337,Appartement,4161.290322580645,1 ALL DE LA MALVOISINE 77186 NOISIEL,2.627238,48.842787,0.8618371291866028
1 ALL DE LA MALVOISINE,28/05/2024,262000.0,77186,NOISIEL,63.0,0.0,3.0,337,Appartement,4158.730158730159,1 ALL DE LA MALVOISINE 77186 NOISIEL,2.627238,48.842787,0.8618371291866028
1 ALL DE LA MALVOISINE,30/09/2024,254000.0,77186,NOISIEL,65.0,0.0,3.0,337,Appartement,3907.6923076923076,1 ALL DE LA MALVOISINE 77186 NOISIEL,2.627238,48.842787,0.8618371291866028
1 ALL DE LA MARE AU FUSIL,04/06/2024,305000.0,94420,LE PLESSIS-TREVISE,79.0,0.0,4.0,59,Appartement,3860.759493670886,1 ALL DE LA MARE AU FUSIL 94420 LE PLESSIS-TREVISE,2.578411,48.804368,0.8888781118881118
1 ALL DE LA MARJOLAINE,24/06/2024,272000.0,93330,NEUILLY-SUR-MARNE,82.0,0.0,4.0,50,Appartement,3317.0731707317073,1 ALL DE LA MARJOLAINE 93330 NEUILLY-SUR-MARNE,2.52519,48.863319,0.8836833333333333
1 ALL DE LA NOISERAIE,27/12/2024,160000.0,93160,NOISY-LE-GRAND,57.0,0.0,2.0,51,Appartement,2807.0175438596493,1 ALL DE LA NOISERAIE 93160 NOISY-LE-GRAND,2.578365,48.84081,0.8872490082644627
1 ALL DE LA PEPINIERE,29/03/2024,500000.0,94370,SUCY-EN-BRIE,136.0,305.0,5.0,71,Maison,3676.470588235294,1 ALL DE LA PEPINIERE 94370 SUCY-EN-BRIE,2.536351,48.767579,0.877835367965368
1 ALL DE LA PETITE SOLOGNE,28/06/2024,811900.0,78590,NOISY LE ROI,187.0,711.0,5.0,455,Maison,4341.711229946524,1 ALL DE LA PETITE SOLOGNE 78590 NOISY LE ROI,2.056708,48.853243,0.872339651837524
1 ALL DE LA PLAINE,04/03/2024,127000.0,95180,MENUCOURT,52.0,0.0,2.0,388,Appartement,2442.3076923076924,1 ALL DE LA PLAINE 95180 MENUCOURT,1.979918,49.02695,0.8500889898989897
1 ALL DE LA PLAINE,05/07/2024,155000.0,95180,MENUCOURT,65.0,0.0,3.0,388,Appartement,2384.6153846153848,1 ALL DE LA PLAINE 95180 MENUCOURT,1.979918,49.02695,0.8500889898989897
1 ALL DE LA PLAINE,27/06/2024,100010.0,95180,MENUCOURT,34.0,0.0,1.0,388,Appartement,2941.470588235294,1 ALL DE LA PLAINE 95180 MENUCOURT,1.979918,49.02695,0.8500889898989897
1 ALL DE LA PLAINE,29/04/2024,358000.0,77950,VOISENON,84.0,512.0,4.0,528,Maison,4261.9047619047615,1 ALL DE LA PLAINE 77950 VOISENON,2.657231,48.573059,0.8404657142857141
1 ALL DE LA POIRE BEZY DE CHAUMO,12/03/2024,218000.0,95270,CHAUMONTEL,44.0,0.0,2.0,149,Appartement,4954.545454545455,1 ALL DE LA POIRE BEZY DE CHAUMO 95270 CHAUMONTEL,2.42785,49.120318,0.8728314795008911
1 ALL DE LA POIRE BEZY DE CHAUMO,27/12/2024,209400.0,95270,CHAUMONTEL,46.0,0.0,2.0,149,Appartement,4552.173913043478,1 ALL DE LA POIRE BEZY DE CHAUMO 95270 CHAUMONTEL,2.42785,49.120318,0.8728314795008911
1 ALL DE LA POMMERAIE,05/04/2024,110000.0,78520,LIMAY,71.0,0.0,4.0,335,Appartement,1549.2957746478874,1 ALL DE LA POMMERAIE 78520 LIMAY,1.742354,49.001784,0.8540848051948051
1 ALL DE LA PORTE DES CHAMPS,04/06/2024,241400.0,78910,ORGERUS,63.0,546.0,3.0,465,Maison,3831.746031746032,1 ALL DE LA PORTE DES CHAMPS 78910 ORGERUS,1.7045,48.834622,0.8651371900826446
1 ALL DE LA RENARDIERE,23/10/2024,447000.0,95320,ST LEU LA FORET,135.0,424.0,5.0,563,Maison,3311.1111111111113,1 ALL DE LA RENARDIERE 95320 ST LEU LA FORET,2.252358,49.007486,0.7961354545454545
1 ALL DE LA RESIDENCE FOCH,02/12/2024,185000.0,95120,ERMONT,64.0,0.0,3.0,219,Appartement,2890.625,1 ALL DE LA RESIDENCE FOCH 95120 ERMONT,2.259404,48.991468,0.8726063858093126
1 ALL DE LA ROCHEFOUCAULD,18/01/2024,136000.0,93390,CLICHY SOUS BOIS,60.0,0.0,4.0,14,Appartement,2266.6666666666665,1 ALL DE LA ROCHEFOUCAULD 93390 CLICHY SOUS BOIS,2.549151,48.906712,0.869418348794063
1 ALL DE LA SALLEMOUILLE,19/04/2024,150000.0,91310,LINAS,44.0,0.0,2.0,339,Appartement,3409.090909090909,1 ALL DE LA SALLEMOUILLE 91310 LINAS,2.267967,48.631807,0.8569907655502392
1 ALL DE LA SALLEMOUILLE,19/07/2024,150000.0,91310,LINAS,44.0,0.0,2.0,339,Appartement,3409.090909090909,1 ALL DE LA SALLEMOUILLE 91310 LINAS,2.267967,48.631807,0.8569907655502392
1 ALL DE LA SALLEMOUILLE,26/07/2024,162000.0,91310,LINAS,41.0,0.0,2.0,339,Appartement,3951.2195121951218,1 ALL DE LA SALLEMOUILLE 91310 LINAS,2.267967,48.631807,0.8569907655502392
1 ALL DE LA SOURCE,15/11/2024,275000.0,77590,BOIS LE ROI,73.0,972.0,3.0,37,Maison,3767.123287671233,1 ALL DE LA SOURCE 77590 BOIS LE ROI,2.694343,48.477417,0.862018947368421
1 ALL DE LA TURQUIE,20/03/2024,240000.0,91300,MASSY,95.0,0.0,5.0,377,Appartement,2526.315789473684,1 ALL DE LA TURQUIE 91300 MASSY,2.285743,48.729843,0.8481335261707987
1 ALL DE LA VALLEE DES COMBLES,19/04/2024,402900.0,91510,JANVILLE-SUR-JUINE,130.0,768.0,5.0,318,Maison,3099.230769230769,1 ALL DE LA VALLEE DES COMBLES 91510 JANVILLE-SUR-JUINE,2.26865,48.514709,0.7856119374068554
1 ALL DE LONGCHAMP,04/01/2024,150000.0,92150,SURESNES,20.0,0.0,1.0,73,Appartement,7500.0,1 ALL DE LONGCHAMP 92150 SURESNES,2.226652,48.866349,0.8597502597402596
1 ALL DE MALEZIEU,29/03/2024,66310.0,92290,CHATENAY-MALABRY,12.0,0.0,1.0,19,Appartement,5525.833333333333,1 ALL DE MALEZIEU 92290 CHATENAY-MALABRY,2.28055,48.76701,0.8724562770562769
1 ALL DE SAVERNE,22/10/2024,199088.53,93110,ROSNY-SOUS-BOIS,66.0,0.0,3.0,64,Appartement,3016.492878787879,1 ALL DE SAVERNE 93110 ROSNY-SOUS-BOIS,2.498084,48.866515,0.8693009090909091
1 ALL DE SAVOIE,27/09/2024,294000.0,78200,MAGNANVILLE,98.0,441.0,4.0,354,Maison,3000.0,1 ALL DE SAVOIE 78200 MAGNANVILLE,1.691238,48.966506,0.8516911688311688
1 ALL DEBUSSY,29/02/2024,115000.0,91200,ATHIS MONS,92.0,0.0,5.0,27,Appartement,1250.0,1 ALL DEBUSSY 91200 ATHIS MONS,2.386487,48.702395,0.8476572727272726
1 ALL DES ACACIAS,30/10/2024,243000.0,95500,GONESSE,90.0,235.0,5.0,277,Maison,2700.0,1 ALL DES ACACIAS 95500 GONESSE,2.439055,48.986763,0.8511771625344352
1 ALL DES ALOUETTES,09/07/2024,395000.0,95800,COURDIMANCHE,97.0,467.0,5.0,183,Maison,4072.1649484536083,1 ALL DES ALOUETTES 95800 COURDIMANCHE,1.999118,49.046006,0.864800909090909
1 ALL DES ALOUETTES,29/11/2024,290000.0,91830,COUDRAY-MONTCEAUX (LE),86.0,0.0,5.0,179,Maison,3372.093023255814,1 ALL DES ALOUETTES 91830 COUDRAY-MONTCEAUX (LE),2.482972,48.564655,0.8438554730983302
1 ALL DES ARTISTES,29/08/2024,195000.0,93130,NOISY-LE-SEC,48.0,0.0,2.0,53,Appartement,4062.5,1 ALL DES ARTISTES 93130 NOISY-LE-SEC,2.462413,48.891947,0.8684962703962704
1 ALL DES ARTS,11/09/2024,272000.0,93160,NOISY-LE-GRAND,56.0,0.0,2.0,51,Appartement,4857.142857142857,1 ALL DES ARTS 93160 NOISY-LE-GRAND,2.551799,48.844598,0.8616262653562653
1 ALL DES ARTS,24/05/2024,300000.0,93160,NOISY-LE-GRAND,61.0,0.0,3.0,51,Appartement,4918.0327868852455,1 ALL DES ARTS 93160 NOISY-LE-GRAND,2.551799,48.844598,0.8616262653562653
1 ALL DES BEGONIAS,23/12/2024,406000.0,77950,RUBELLES,143.0,659.0,5.0,394,Maison,2839.1608391608393,1 ALL DES BEGONIAS 77950 RUBELLES,2.678853,48.555193,0.8476993506493505
1 ALL DES BOQUETEAUX,12/12/2024,270000.0,91210,DRAVEIL,88.0,178.0,5.0,201,Maison,3068.181818181818,1 ALL DES BOQUETEAUX 91210 DRAVEIL,2.435407,48.687071,0.8599071717171716
1 ALL DES BOSQUETS,15/03/2024,108000.0,94800,VILLEJUIF,15.0,0.0,1.0,76,Appartement,7200.0,1 ALL DES BOSQUETS 94800 VILLEJUIF,2.356404,48.781091,0.8602698989898989
1 ALL DES BRUYERES,02/10/2024,218000.0,77100,MEAUX,61.0,0.0,3.0,284,Appartement,3573.7704918032787,1 ALL DES BRUYERES 77100 MEAUX,2.913579,48.95195,0.7896936363636363
1 ALL DES BRUYERES,18/06/2024,232038.0,77100,MEAUX,68.0,0.0,2.0,284,Appartement,3412.323529411765,1 ALL DES BRUYERES 77100 MEAUX,2.913579,48.95195,0.7896936363636363
1 ALL DES BRUYERES,27/09/2024,249000.0,77100,MEAUX,81.0,0.0,4.0,284,Appartement,3074.074074074074,1 ALL DES BRUYERES 77100 MEAUX,2.913579,48.95195,0.7896936363636363
1 ALL DES BRUYERES,30/08/2024,520000.0,78630,ORGEVAL,186.0,0.0,7.0,466,Maison,2795.6989247311826,1 ALL DES BRUYERES 78630 ORGEVAL,1.973234,48.942156,0.8474381283422459
1 ALL DES BRUYERES,30/12/2024,257061.0,77100,MEAUX,74.0,0.0,4.0,284,Appartement,3473.7972972972975,1 ALL DES BRUYERES 77100 MEAUX,2.913579,48.95195,0.7896936363636363
1 ALL DES BUCCOLLINES,24/04/2024,595000.0,78530,BUC,79.0,313.0,2.0,117,Maison,7531.645569620253,1 ALL DES BUCCOLLINES 78530 BUC,2.113167,48.770175,0.8218298622589532
1 ALL DES CANNAS,27/06/2024,421200.0,95230,SOISY SS MONTMORENCY,103.0,0.0,4.0,598,Maison,4089.3203883495144,1 ALL DES CANNAS 95230 SOISY SS MONTMORENCY,2.300168,48.992594,0.8091330303030303
1 ALL DES CAPUCINES,11/10/2024,398000.0,91580,ETRECHY,120.0,1316.0,5.0,226,Maison,3316.6666666666665,1 ALL DES CAPUCINES 91580 ETRECHY,2.186269,48.489597,0.847713896103896
1 ALL DES CAPUCINES,29/07/2024,327000.0,77310,SAINT-FARGEAU-PONTHIERRY,146.0,0.0,5.0,407,Maison,2239.72602739726,1 ALL DES CAPUCINES 77310 SAINT-FARGEAU-PONTHIERRY,2.518031,48.528335,0.8895708391608391
1 ALL DES CARREAUX,08/11/2024,625000.0,95120,ERMONT,145.0,826.0,5.0,219,Maison,4310.3448275862065,1 ALL DES CARREAUX 95120 ERMONT,2.252402,48.981748,0.8583289807162534
1 ALL DES CARRIERES,24/04/2024,242800.0,92130,ISSY-LES-MOULINEAUX,65.0,0.0,3.0,40,Appartement,3735.3846153846152,1 ALL DES CARRIERES 92130 ISSY-LES-MOULINEAUX,2.260529,48.82053,0.8889451063829787
1 ALL DES CEDRES,12/07/2024,735900.0,78350,JOUY EN JOSAS,115.0,562.0,5.0,322,Maison,6399.130434782609,1 ALL DES CEDRES 78350 JOUY EN JOSAS,2.161141,48.768979,0.8615571291866029
1 ALL DES CEDRES,23/07/2024,424200.0,78340,CLAYES-SOUS-BOIS (LES),105.0,232.0,5.0,165,Maison,4040.0,1 ALL DES CEDRES 78340 CLAYES-SOUS-BOIS (LES),1.989373,48.819514,0.8792101010101009
1 ALL DES CERISIERS,02/07/2024,283000.0,92140,CLAMART,27.0,122.0,2.0,23,Maison,10481.481481481482,1 ALL DES CERISIERS 92140 CLAMART,2.276721,48.811052,0.8581129870129869
1 ALL DES CERISIERS,10/10/2024,248000.0,93190,LIVRY-GARGAN,90.0,0.0,4.0,46,Maison,2755.5555555555557,1 ALL DES CERISIERS 93190 LIVRY-GARGAN,2.522708,48.913726,0.8701845454545454
1 ALL DES CHARDONNERETS,09/02/2024,258000.0,91540,ORMOY,80.0,170.0,5.0,468,Maison,3225.0,1 ALL DES CHARDONNERETS 91540 ORMOY,2.454063,48.573701,0.8570353562653562
1 ALL DES CHARMES,09/10/2024,401300.0,91290,LA NORVILLE,121.0,1274.0,6.0,457,Maison,3316.528925619835,1 ALL DES CHARMES 91290 LA NORVILLE,2.265188,48.580657,0.854323538083538
1 ALL DES CHARMES,16/09/2024,435000.0,94450,LIMEIL-BREVANNES,117.0,468.0,4.0,44,Maison,3717.948717948718,1 ALL DES CHARMES 94450 LIMEIL-BREVANNES,2.488714,48.756511,0.8734835497835497
1 ALL DES CHARMES,19/12/2024,115000.0,95400,VILLIERS-LE-BEL,65.0,0.0,2.0,680,Appartement,1769.2307692307693,1 ALL DES CHARMES 95400 VILLIERS-LE-BEL,2.39324,49.003017,0.8684491130820399
1 ALL DES CHARMES,29/03/2024,435000.0,78340,CLAYES-SOUS-BOIS (LES),107.0,500.0,5.0,165,Maison,4065.4205607476633,1 ALL DES CHARMES 78340 CLAYES-SOUS-BOIS (LES),1.986752,48.818644,0.8854686166007905
1 ALL DES CHEVREFEUILLES,10/07/2024,473000.0,78470,SAINT-REMY-LES-CHEVREUSE,142.0,513.0,7.0,575,Maison,3330.9859154929577,1 ALL DES CHEVREFEUILLES 78470 SAINT-REMY-LES-CHEVREUSE,2.080871,48.716699,0.8919077830940989
1 ALL DES COQUELICOTS,17/01/2024,237000.0,95660,CHAMPAGNE SUR-OISE,74.0,0.0,4.0,134,Maison,3202.7027027027025,1 ALL DES COQUELICOTS 95660 CHAMPAGNE SUR-OISE,2.24335,49.143313,0.8793860606060605
1 ALL DES CORNOUILLERS,07/10/2024,235000.0,77420,CHAMPS-SUR-MARNE,80.0,0.0,3.0,83,Appartement,2937.5,1 ALL DES CORNOUILLERS 77420 CHAMPS-SUR-MARNE,2.583932,48.847292,0.884709651837524
