adresse,Date mutation,Valeur fonciere,Code_postal,Commune,Surface reelle bati,Surface terrain,Nombre pieces principales,Code commune,Type local,Valeur foncière au mètre carré,search,longitude,latitude,result_score
82 RUE PIERRE BROSSOLETTE,24/07/2024,371000.0,92320,CHATILLON,74.0,0.0,4.0,20,Appartement,5013.513513513513,82 RUE PIERRE BROSSOLETTE 92320 CHATILLON,2.277153,48.801602,0.9727463636363636
82 RUE PIXERECOURT,18/03/2024,342857.0,75020,PARIS,55.0,0.0,2.0,120,Appartement,6233.763636363637,82 RUE PIXERECOURT 75020 PARIS,2.395736,48.87474,0.97999
82 RUE RAYMOND LEFEBVRE,05/11/2024,805000.0,94250,GENTILLY,120.0,546.0,4.0,37,Maison,6708.333333333333,82 RUE RAYMOND LEFEBVRE 94250 GENTILLY,2.340292,48.8118,0.9697390909090908
82 RUE REBEVAL,22/11/2024,228000.0,75019,PARIS,27.0,0.0,2.0,119,Appartement,8444.444444444445,82 RUE REBEVAL 75019 PARIS,2.382255,48.873958,0.9796127272727272
82 RUE RENE BOULANGER,10/04/2024,256000.0,75010,PARIS,27.0,0.0,2.0,110,Appartement,9481.481481481482,82 RUE RENE BOULANGER 75010 PARIS,2.357096,48.869351,0.9737381818181818
82 RUE SADI CARNOT,12/11/2024,172500.0,92170,VANVES,26.0,0.0,1.0,75,Appartement,6634.615384615385,82 RUE SADI CARNOT 92170 VANVES,2.293741,48.824095,0.9709181818181816
82 RUE SAINT ANDRE,04/11/2024,450000.0,77760,BOISSY-AUX-CAILLES,180.0,792.0,3.0,41,Maison,2500.0,82 RUE SAINT ANDRE 77760 BOISSY-AUX-CAILLES,2.499856,48.319022,0.9437109090909088
82 RUE ST GERMAIN,19/07/2024,225900.0,91760,ITTEVILLE,62.0,133.0,2.0,315,Maison,3643.548387096774,82 RUE ST GERMAIN 91760 ITTEVILLE,2.345525,48.516795,0.8399891919191919
82 RUE TOULOUSE LAUTREC,30/07/2024,150000.0,91300,MASSY,52.0,0.0,2.0,377,Appartement,2884.6153846153848,82 RUE TOULOUSE LAUTREC 91300 MASSY,2.23792,48.728795,0.9736836363636362
82 RUE VANEAU,09/12/2024,1060000.0,75007,PARIS,80.0,0.0,3.0,107,Appartement,13250.0,82 RUE VANEAU 75007 PARIS,2.320259,48.848827,0.9738581818181818
827 AV DU COLONEL FABIEN,19/04/2024,199000.0,77190,DAMMARIE LES LYS,40.0,254.0,2.0,152,Maison,4975.0,827 AV DU COLONEL FABIEN 77190 DAMMARIE LES LYS,2.644337,48.521137,0.8653408556149731
83 ALL DANIELLE CASANOVA,05/11/2024,83000.0,93320,LES PAVILLONS-SOUS-BOIS,22.0,0.0,1.0,57,Appartement,3772.7272727272725,83 ALL DANIELLE CASANOVA 93320 LES PAVILLONS-SOUS-BOIS,2.49961,48.904776,0.9055212987012986
83 ALL DES ACACIAS,04/07/2024,330000.0,94520,PERIGNY,113.0,0.0,5.0,56,Maison,2920.353982300885,83 ALL DES ACACIAS 94520 PERIGNY,2.545643,48.698309,0.8431244919786095
83 ALL DES ETANGS,20/12/2024,277000.0,78955,CARRIERES SOUS POISSY,79.0,118.0,4.0,123,Maison,3506.3291139240505,83 ALL DES ETANGS 78955 CARRIERES SOUS POISSY,2.011686,48.941894,0.8891360154738878
83 ALL J BAPTISTE CLEMENT,19/12/2024,318900.0,93190,LIVRY-GARGAN,96.0,0.0,5.0,46,Maison,3321.875,83 ALL J BAPTISTE CLEMENT 93190 LIVRY-GARGAN,2.532833,48.910269,0.8099154545454544
83 AV CARNOT,04/03/2024,533850.0,78500,SARTROUVILLE,109.0,288.0,5.0,586,Maison,4897.706422018348,83 AV CARNOT 78500 SARTROUVILLE,2.168372,48.938574,0.8186412987012988
83 AV CARNOT,28/06/2024,325400.0,78700,CONFLANS SAINTE HONORINE,50.0,161.0,3.0,172,Maison,6508.0,83 AV CARNOT 78700 CONFLANS SAINTE HONORINE,2.093691,49.000055,0.8616958413926499
83 AV CHARLES ALLAIN,20/11/2024,312000.0,77340,PONTAULT COMBAULT,94.0,686.0,4.0,373,Maison,3319.148936170213,83 AV CHARLES ALLAIN 77340 PONTAULT COMBAULT,2.612424,48.800873,0.8595281818181818
83 AV DE BRETEUIL,06/03/2024,183070.0,75015,PARIS,15.0,0.0,1.0,115,Appartement,12204.666666666666,83 AV DE BRETEUIL 75015 PARIS,2.311931,48.845639,0.8075034710743801
83 AV DE BRETEUIL,07/02/2024,161000.0,75015,PARIS,15.0,0.0,1.0,115,Appartement,10733.333333333334,83 AV DE BRETEUIL 75015 PARIS,2.311931,48.845639,0.8075034710743801
83 AV DE BRETEUIL,08/07/2024,265000.0,75015,PARIS,24.0,0.0,1.0,115,Appartement,11041.666666666666,83 AV DE BRETEUIL 75015 PARIS,2.311931,48.845639,0.8075034710743801
83 AV DE FOUILLEUSE,04/07/2024,480000.0,92500,RUEIL-MALMAISON,60.0,428.0,3.0,63,Maison,8000.0,83 AV DE FOUILLEUSE 92500 RUEIL-MALMAISON,2.196851,48.862092,0.8542251515151514
83 AV DE L'EUROPE,15/01/2024,576000.0,92400,COURBEVOIE,76.0,0.0,3.0,26,Appartement,7578.9473684210525,83 AV DE L'EUROPE 92400 COURBEVOIE,2.257318,48.905715,0.8264284210526315
83 AV DE LA REPUBLIQUE,12/09/2024,123000.0,93300,AUBERVILLIERS,27.0,0.0,2.0,1,Appartement,4555.555555555556,83 AV DE LA REPUBLIQUE 93300 AUBERVILLIERS,2.388461,48.907502,0.8577501976284584
83 AV DE LA REPUBLIQUE,26/09/2024,127000.0,93300,AUBERVILLIERS,28.0,0.0,2.0,1,Appartement,4535.714285714285,83 AV DE LA REPUBLIQUE 93300 AUBERVILLIERS,2.388461,48.907502,0.8577501976284584
83 AV DE PARIS,12/02/2024,250000.0,92320,CHATILLON,62.0,0.0,3.0,20,Appartement,4032.2580645161293,83 AV DE PARIS 92320 CHATILLON,2.294761,48.807704,0.8135458288770052
83 AV DE SAINT GERMAIN,12/07/2024,1130000.0,78600,MAISONS-LAFFITTE,260.0,492.0,8.0,358,Maison,4346.153846153846,83 AV DE SAINT GERMAIN 78600 MAISONS-LAFFITTE,2.139149,48.940889,0.8609291094619664
83 AV DE VERSAILLES,26/03/2024,174150.0,94320,THIAIS,68.0,0.0,3.0,73,Appartement,2561.029411764706,83 AV DE VERSAILLES 94320 THIAIS,2.399368,48.760017,0.8208466666666667
83 AV DE VERSAILLES,30/09/2024,1211450.0,92500,RUEIL-MALMAISON,160.0,1324.0,6.0,63,Maison,7571.5625,83 AV DE VERSAILLES 92500 RUEIL-MALMAISON,2.165062,48.861994,0.855360606060606
83 AV DE VERSAILLES,30/10/2024,193000.0,94320,THIAIS,66.0,0.0,3.0,73,Appartement,2924.242424242424,83 AV DE VERSAILLES 94320 THIAIS,2.399368,48.760017,0.8208466666666667
83 AV DE VERSAILLES,31/01/2024,253800.0,94320,THIAIS,66.0,0.0,3.0,73,Appartement,3845.4545454545455,83 AV DE VERSAILLES 94320 THIAIS,2.399368,48.760017,0.8208466666666667
83 AV DE VILLIERS,21/05/2024,545000.0,75017,PARIS,51.0,0.0,3.0,117,Appartement,10686.274509803921,83 AV DE VILLIERS 75017 PARIS,2.303266,48.883984,0.8157398347107437
83 AV DU CHATEAU,02/02/2024,240000.0,94440,VILLECRESNES,54.0,249.0,2.0,75,Maison,4444.444444444444,83 AV DU CHATEAU 94440 VILLECRESNES,2.534079,48.713249,0.8288525874125873
83 AV DU DOC ARNOLD NETTER,14/10/2024,375750.0,75012,PARIS,42.0,0.0,2.0,112,Appartement,8946.42857142857,83 AV DU DOC ARNOLD NETTER 75012 PARIS,2.405964,48.846534,0.746775319148936
83 AV EDOUARD VAILLANT,30/07/2024,325000.0,92100,BOULOGNE-BILLANCOURT,43.0,0.0,3.0,12,Appartement,7558.139534883721,83 AV EDOUARD VAILLANT 92100 BOULOGNE-BILLANCOURT,2.246497,48.834372,0.8754604116638078
83 AV FOCH,13/12/2024,1050000.0,75016,PARIS,75.0,0.0,3.0,116,Appartement,14000.0,83 AV FOCH 75016 PARIS,2.276519,48.871243,0.7694670629370629
83 AV GENDARME CASTERMANT,09/02/2024,203000.0,77500,CHELLES,43.0,0.0,2.0,108,Appartement,4720.930232558139,83 AV GENDARME CASTERMANT 77500 CHELLES,2.604955,48.878177,0.7966807509881423
83 AV GENDARME CASTERMANT,09/10/2024,226000.0,77500,CHELLES,43.0,0.0,2.0,108,Appartement,5255.813953488372,83 AV GENDARME CASTERMANT 77500 CHELLES,2.604955,48.878177,0.7966807509881423
83 AV GENDARME CASTERMANT,29/03/2024,290000.0,77500,CHELLES,62.0,0.0,3.0,108,Appartement,4677.419354838709,83 AV GENDARME CASTERMANT 77500 CHELLES,2.604955,48.878177,0.7966807509881423
83 AV PIERRE CURIE,02/05/2024,248000.0,78210,SAINT-CYR-L ECOLE,59.0,0.0,3.0,545,Appartement,4203.389830508475,83 AV PIERRE CURIE 78210 SAINT-CYR-L ECOLE,2.062882,48.798052,0.8528329249011857
83 AV PIERRE CURIE,26/04/2024,194000.0,78210,SAINT-CYR-L ECOLE,33.0,0.0,2.0,545,Appartement,5878.787878787879,83 AV PIERRE CURIE 78210 SAINT-CYR-L ECOLE,2.062882,48.798052,0.8528329249011857
83 AV PIERRE CURIE,28/10/2024,219500.0,78210,SAINT-CYR-L ECOLE,42.0,0.0,2.0,545,Appartement,5226.190476190476,83 AV PIERRE CURIE 78210 SAINT-CYR-L ECOLE,2.062882,48.798052,0.8528329249011857
83 BD AUGUSTE BLANQUI,16/02/2024,367308.0,75013,PARIS,45.0,0.0,2.0,113,Appartement,8162.4,83 BD AUGUSTE BLANQUI 75013 PARIS,2.347087,48.829791,0.7774218181818181
83 BD BEAUMARCHAIS,19/01/2024,183000.0,75003,PARIS,32.0,0.0,1.0,103,Appartement,5718.75,83 BD BEAUMARCHAIS 75003 PARIS,2.367513,48.858796,0.7469952334152333
83 BD CHARLES DE GAULLE,19/07/2024,184670.0,95110,SANNOIS,80.0,0.0,4.0,582,Appartement,2308.375,83 BD CHARLES DE GAULLE 95110 SANNOIS,2.255364,48.972502,0.7877250413223139
83 BD DE LA VILLETTE,18/07/2024,552170.0,75010,PARIS,54.0,0.0,3.0,110,Appartement,10225.37037037037,83 BD DE LA VILLETTE 75010 PARIS,2.37059,48.877385,0.7655934265734265
83 BD DU MARECHAL JOFFRE,18/06/2024,170000.0,92340,BOURG-LA-REINE,40.0,0.0,1.0,14,Appartement,4250.0,83 BD DU MARECHAL JOFFRE 92340 BOURG-LA-REINE,2.313494,48.778564,0.8126255244755243
83 BD JEAN JAURES,27/02/2024,94598.0,92110,CLICHY,12.0,0.0,1.0,24,Appartement,7883.166666666667,83 BD JEAN JAURES 92110 CLICHY,2.304219,48.902304,0.7560625061425061
83 BD MALESHERBES,15/03/2024,280000.0,75008,PARIS,24.0,0.0,1.0,108,Appartement,11666.666666666666,83 BD MALESHERBES 75008 PARIS,2.316246,48.877567,0.7458863636363635
83 BD RICHARD LENOIR,03/09/2024,172000.0,75011,PARIS,17.0,0.0,1.0,111,Appartement,10117.64705882353,83 BD RICHARD LENOIR 75011 PARIS,2.372123,48.861417,0.7709434265734265
83 BD ROGER SALENGRO,30/08/2024,312000.0,78711,MANTES-LA-VILLE,138.0,1236.0,5.0,362,Maison,2260.8695652173915,83 BD ROGER SALENGRO 78711 MANTES-LA-VILLE,1.699952,48.983658,0.8035677551020408
83 BD VICTOR HUGO,16/12/2024,188000.0,92110,CLICHY,33.0,0.0,2.0,24,Appartement,5696.969696969697,83 BD VICTOR HUGO 92110 CLICHY,2.314488,48.900085,0.7554025061425061
83 CHE BAS DES ORMES,14/06/2024,677900.0,78160,MARLY-LE-ROI,120.0,635.0,5.0,372,Maison,5649.166666666667,83 CHE BAS DES ORMES 78160 MARLY-LE-ROI,2.105443,48.878508,0.8066311111111111
83 CHE DES FOSSES ROUGES,30/04/2024,465000.0,77700,CHESSY,236.0,1038.0,12.0,111,Maison,1970.3389830508474,83 CHE DES FOSSES ROUGES 77700 CHESSY,2.758324,48.880029,0.8484572727272727
83 ESP DE L EUROPE,12/07/2024,155000.0,77190,DAMMARIE LES LYS,55.0,0.0,3.0,152,Appartement,2818.181818181818,83 ESP DE L EUROPE 77190 DAMMARIE LES LYS,2.633532,48.520456,0.802375667311412
83 ESP DE L EUROPE,17/07/2024,150200.0,77190,DAMMARIE LES LYS,62.0,0.0,2.0,152,Appartement,2422.5806451612902,83 ESP DE L EUROPE 77190 DAMMARIE LES LYS,2.633532,48.520456,0.802375667311412
83 GRANDE RUE,17/04/2024,224000.0,77135,PONTCARRE,58.0,0.0,3.0,374,Appartement,3862.0689655172414,83 GRANDE RUE 77135 PONTCARRE,2.706355,48.796243,0.9619627272727272
83 PAS DES ROSES,07/10/2024,215000.0,93300,AUBERVILLIERS,40.0,39.0,2.0,1,Maison,5375.0,83 PAS DES ROSES 93300 AUBERVILLIERS,2.391964,48.912082,0.8398072727272726
83 RTE DE LA REINE,05/12/2024,420000.0,92100,BOULOGNE-BILLANCOURT,48.0,0.0,2.0,12,Appartement,8750.0,83 RTE DE LA REINE 92100 BOULOGNE-BILLANCOURT,2.238934,48.839657,0.9036732882011604
83 RTE DE LA REINE,10/01/2024,830000.0,92100,BOULOGNE-BILLANCOURT,86.0,0.0,4.0,12,Appartement,9651.162790697674,83 RTE DE LA REINE 92100 BOULOGNE-BILLANCOURT,2.238934,48.839657,0.9036732882011604
83 RTE DE MANTES (RN13),15/01/2024,217850.0,78240,CHAMBOURCY,40.0,0.0,2.0,133,Appartement,5446.25,83 RTE DE MANTES (RN13) 78240 CHAMBOURCY,2.039881,48.909372,0.7585272727272727
83 RTE DES CHAISES,08/04/2024,575000.0,78125,RAIZEUX,262.0,1250.0,10.0,516,Maison,2194.656488549618,83 RTE DES CHAISES 78125 RAIZEUX,1.69194,48.641073,0.8470463101604278
83 RUE ALEXANDRE BICKART,15/05/2024,169900.0,77500,CHELLES,51.0,0.0,3.0,108,Appartement,3331.372549019608,83 RUE ALEXANDRE BICKART 77500 CHELLES,2.588656,48.884476,0.9733445454545452
83 RUE ANATOLE FRANCE,10/04/2024,258000.0,93170,BAGNOLET,45.0,0.0,4.0,6,Maison,5733.333333333333,83 RUE ANATOLE FRANCE 93170 BAGNOLET,2.433795,48.876977,0.9741463636363636
83 RUE ANTONIN G BELIN,13/05/2024,220000.0,95100,ARGENTEUIL,45.0,0.0,3.0,18,Appartement,4888.888888888889,83 RUE ANTONIN G BELIN 95100 ARGENTEUIL,2.24387,48.947624,0.8188302020202018
83 RUE ARISTIDE BRIAND,11/07/2024,334250.0,92300,LEVALLOIS-PERRET,37.0,0.0,2.0,44,Appartement,9033.783783783783,83 RUE ARISTIDE BRIAND 92300 LEVALLOIS-PERRET,2.290849,48.893595,0.9776572727272728
83 RUE ARISTIDE BRIAND,18/04/2024,650000.0,78540,VERNOUILLET,97.0,500.0,5.0,643,Maison,6701.030927835051,83 RUE ARISTIDE BRIAND 78540 VERNOUILLET,1.976547,48.96889,0.96714
83 RUE BAUDIN,29/02/2024,910000.0,93140,BONDY,233.0,4518.0,9.0,10,Appartement,3905.579399141631,83 RUE BAUDIN 93140 BONDY,2.472158,48.89878,0.9725536363636365
83 RUE CARNOT,01/03/2024,1160000.0,93100,MONTREUIL,123.0,0.0,5.0,48,Maison,9430.894308943089,83 RUE CARNOT 93100 MONTREUIL,2.441286,48.85364,0.9783
83 RUE CHARLES LAFFITTE,23/02/2024,900000.0,92200,NEUILLY-SUR-SEINE,96.0,0.0,4.0,51,Appartement,9375.0,83 RUE CHARLES LAFFITTE 92200 NEUILLY-SUR-SEINE,2.265629,48.880248,0.9755745454545454
83 RUE COLONEL DE ROCHEBRUNE,16/02/2024,270000.0,92500,RUEIL-MALMAISON,56.0,125.0,3.0,63,Maison,4821.428571428572,83 RUE COLONEL DE ROCHEBRUNE 92500 RUEIL-MALMAISON,2.195392,48.855635,0.923567902097902
83 RUE CURIE,29/11/2024,200000.0,95830,CORMEILLES-EN-VEXIN,72.0,414.0,3.0,177,Maison,2777.777777777778,83 RUE CURIE 95830 CORMEILLES-EN-VEXIN,2.023708,49.114762,0.6826892795883361
83 RUE D HAUTEVILLE,12/08/2024,1105500.0,75010,PARIS,125.0,0.0,5.0,110,Appartement,8844.0,83 RUE D HAUTEVILLE 75010 PARIS,2.351242,48.876844,0.9763172727272726
83 RUE DAMREMONT,08/10/2024,638000.0,75018,PARIS,66.0,0.0,3.0,118,Appartement,9666.666666666666,83 RUE DAMREMONT 75018 PARIS,2.336124,48.893456,0.9820509090909092
83 RUE DANTON,12/06/2024,850000.0,92300,LEVALLOIS-PERRET,70.0,0.0,3.0,44,Appartement,12142.857142857143,83 RUE DANTON 92300 LEVALLOIS-PERRET,2.281452,48.892553,0.9761918181818182
83 RUE DANTON,16/10/2024,729920.0,92300,LEVALLOIS-PERRET,70.0,0.0,3.0,44,Appartement,10427.42857142857,83 RUE DANTON 92300 LEVALLOIS-PERRET,2.281452,48.892553,0.9761918181818182
83 RUE DE BAGNOLET,03/05/2024,265000.0,75020,PARIS,39.0,0.0,2.0,120,Appartement,6794.871794871795,83 RUE DE BAGNOLET 75020 PARIS,2.400903,48.858549,0.983211818181818
83 RUE DE BAGNOLET,12/07/2024,215000.0,75020,PARIS,20.0,0.0,1.0,120,Appartement,10750.0,83 RUE DE BAGNOLET 75020 PARIS,2.400903,48.858549,0.983211818181818
83 RUE DE BELLEVILLE,20/02/2024,165000.0,75019,PARIS,16.0,0.0,1.0,119,Appartement,10312.5,83 RUE DE BELLEVILLE 75019 PARIS,2.384185,48.873691,0.9824036363636364
83 RUE DE BUZENVAL,03/04/2024,125000.0,92210,SAINT-CLOUD,29.0,0.0,1.0,64,Appartement,4310.3448275862065,83 RUE DE BUZENVAL 92210 SAINT-CLOUD,2.205898,48.851648,0.9718672727272726
83 RUE DE BUZENVAL,05/09/2024,408750.0,92210,SAINT-CLOUD,89.0,0.0,4.0,64,Appartement,4592.696629213483,83 RUE DE BUZENVAL 92210 SAINT-CLOUD,2.205898,48.851648,0.9718672727272726
83 RUE DE CHATEAUBRIAND,20/08/2024,400000.0,78180,MONTIGNY LE BRETONNEUX,113.0,249.0,6.0,423,Maison,3539.8230088495575,83 RUE DE CHATEAUBRIAND 78180 MONTIGNY LE BRETONNEUX,2.019067,48.769749,0.9712454545454544
83 RUE DE COURCELLES,17/06/2024,1620000.0,75017,PARIS,136.0,0.0,4.0,117,Appartement,11911.764705882353,83 RUE DE COURCELLES 75017 PARIS,2.302442,48.879653,0.980360909090909
83 RUE DE DUNKERQUE,16/01/2024,110000.0,75009,PARIS,13.0,0.0,1.0,109,Appartement,8461.538461538461,83 RUE DE DUNKERQUE 75009 PARIS,2.345939,48.882184,0.9714863636363636
83 RUE DE GASSICOURT,22/03/2024,165000.0,78200,MANTES-LA-JOLIE,62.0,390.0,4.0,361,Appartement,2661.2903225806454,83 RUE DE GASSICOURT 78200 MANTES-LA-JOLIE,1.705792,48.994676,0.9767827272727272
83 RUE DE JAVEL,01/08/2024,1045500.0,75015,PARIS,113.0,0.0,5.0,115,Appartement,9252.212389380531,83 RUE DE JAVEL 75015 PARIS,2.28464,48.84455,0.9839190909090908
83 RUE DE L OUEST,06/12/2024,415000.0,75014,PARIS,54.0,0.0,2.0,114,Appartement,7685.185185185185,83 RUE DE L OUEST 75014 PARIS,2.317523,48.835069,0.9803736363636364
83 RUE DE L OURCQ,11/10/2024,242900.0,75019,PARIS,28.0,0.0,1.0,119,Appartement,8675.0,83 RUE DE L OURCQ 75019 PARIS,2.377504,48.893015,0.9823227272727272
83 RUE DE L OURCQ,12/03/2024,530000.0,75019,PARIS,84.0,0.0,4.0,119,Appartement,6309.523809523809,83 RUE DE L OURCQ 75019 PARIS,2.377504,48.893015,0.9823227272727272
83 RUE DE L OURCQ,17/12/2024,140000.0,75019,PARIS,16.0,0.0,1.0,119,Appartement,8750.0,83 RUE DE L OURCQ 75019 PARIS,2.377504,48.893015,0.9823227272727272
83 RUE DE L OURCQ,23/09/2024,521300.0,75019,PARIS,83.0,0.0,4.0,119,Appartement,6280.722891566265,83 RUE DE L OURCQ 75019 PARIS,2.377504,48.893015,0.9823227272727272
83 RUE DE LA CONCORDE,19/09/2024,740000.0,94700,MAISONS-ALFORT,220.0,454.0,6.0,46,Maison,3363.6363636363635,83 RUE DE LA CONCORDE 94700 MAISONS-ALFORT,2.451043,48.81188,0.975231818181818
83 RUE DE LA MARE,13/03/2024,172000.0,75020,PARIS,24.0,0.0,1.0,120,Appartement,7166.666666666667,83 RUE DE LA MARE 75020 PARIS,2.3883,48.873569,0.9804454545454544
83 RUE DE LA PAPETERIE,06/06/2024,72000.0,91100,CORBEIL ESSONNES,40.0,0.0,2.0,174,Appartement,1800.0,83 RUE DE LA PAPETERIE 91100 CORBEIL ESSONNES,2.468156,48.595023,0.977571818181818
83 RUE DE LA PLAINE,22/11/2024,225000.0,75020,PARIS,31.0,0.0,1.0,120,Appartement,7258.064516129032,83 RUE DE LA PLAINE 75020 PARIS,2.405954,48.850506,0.9790354545454546
83 RUE DE LA TOMBE ISSOIRE,19/03/2024,635000.0,75014,PARIS,55.0,0.0,2.0,114,Appartement,11545.454545454546,83 RUE DE LA TOMBE ISSOIRE 75014 PARIS,2.332443,48.827332,0.9814327272727272
83 RUE DE LA VERRERIE,30/08/2024,270000.0,75004,PARIS,24.0,0.0,1.0,104,Appartement,11250.0,83 RUE DE LA VERRERIE 75004 PARIS,2.351279,48.858536,0.97051
83 RUE DE PARIS,01/08/2024,190000.0,95150,TAVERNY,65.0,51.0,3.0,607,Maison,2923.076923076923,83 RUE DE PARIS 95150 TAVERNY,2.232437,49.023401,0.9770636363636362
83 RUE DE PARIS,24/07/2024,387250.0,77220,TOURNAN-EN-BRIE,115.0,297.0,6.0,470,Maison,3367.391304347826,83 RUE DE PARIS 77220 TOURNAN-EN-BRIE,2.756573,48.738739,0.9672554545454544
83 RUE DE PLAISANCE,10/10/2024,325100.0,92250,LA GARENNE-COLOMBES,44.0,0.0,2.0,35,Appartement,7388.636363636364,83 RUE DE PLAISANCE 92250 LA GARENNE-COLOMBES,2.254131,48.904192,0.9725372727272726
83 RUE DE STRASBOURG,13/03/2024,130000.0,93200,SAINT-DENIS,42.0,0.0,1.0,66,Appartement,3095.2380952380954,83 RUE DE STRASBOURG 93200 SAINT-DENIS,2.370362,48.936495,0.9752054545454544
83 RUE DE VERDUN,26/06/2024,258400.0,94800,VILLEJUIF,44.0,0.0,2.0,76,Appartement,5872.727272727273,83 RUE DE VERDUN 94800 VILLEJUIF,2.354309,48.787787,0.9728681818181816
83 RUE DE VILLEROY,11/07/2024,356800.0,91480,QUINCY-SOUS-SENART,57.0,236.0,3.0,514,Maison,6259.649122807017,83 RUE DE VILLEROY 91480 QUINCY-SOUS-SENART,2.53033,48.668755,0.9664254545454544
83 RUE DES GRANDS CHAMPS,26/09/2024,116000.0,75020,PARIS,17.0,0.0,1.0,120,Appartement,6823.529411764706,83 RUE DES GRANDS CHAMPS 75020 PARIS,2.406641,48.851647,0.9811645454545452
83 RUE DES HAIES FLEURIES,06/09/2024,295000.0,77240,VERT-SAINT-DENIS,110.0,606.0,6.0,495,Maison,2681.818181818182,83 RUE DES HAIES FLEURIES 77240 VERT-SAINT-DENIS,2.61378,48.571904,0.9660172727272728
83 RUE DES HAYETTES,19/07/2024,380700.0,95340,BERNES-SUR-OISE,142.0,439.0,5.0,58,Maison,2680.9859154929577,83 RUE DES HAYETTES 95340 BERNES-SUR-OISE,2.288195,49.158682,0.958631818181818
83 RUE DES MARTYRS,02/05/2024,114000.0,75018,PARIS,47.0,0.0,3.0,118,Appartement,2425.531914893617,83 RUE DES MARTYRS 75018 PARIS,2.339614,48.883376,0.9754063636363636
83 RUE DES MARTYRS,12/06/2024,710000.0,75018,PARIS,69.0,0.0,3.0,118,Appartement,10289.855072463768,83 RUE DES MARTYRS 75018 PARIS,2.339614,48.883376,0.9754063636363636
83 RUE DES MOINES,22/08/2024,269000.0,75017,PARIS,33.0,0.0,3.0,117,Appartement,8151.515151515152,83 RUE DES MOINES 75017 PARIS,2.321839,48.891672,0.9802454545454544
83 RUE DU DESSOUS DES BERGES,06/02/2024,213600.0,75013,PARIS,23.0,0.0,2.0,113,Appartement,9286.95652173913,83 RUE DU DESSOUS DES BERGES 75013 PARIS,2.373561,48.827669,0.9803254545454544
83 RUE DU DOCTEUR SUREAU,15/03/2024,336000.0,93160,NOISY-LE-GRAND,66.0,0.0,3.0,51,Appartement,5090.909090909091,83 RUE DU DOCTEUR SUREAU 93160 NOISY-LE-GRAND,2.55097,48.843661,0.9738872727272726
83 RUE DU DR ROSENFELD,16/05/2024,693514.0,95120,ERMONT,148.0,1890.0,5.0,219,Maison,4685.905405405405,83 RUE DU DR ROSENFELD 95120 ERMONT,2.251711,48.984551,0.8088372727272727
83 RUE DU GENERAL LECLERC,26/12/2024,548000.0,94000,CRETEIL,100.0,0.0,5.0,28,Appartement,5480.0,83 RUE DU GENERAL LECLERC 94000 CRETEIL,2.465656,48.7902,0.9808690909090908
83 RUE DU GUE ROND,13/06/2024,215270.0,77520,MONTIGNY-LENCOUP,81.0,651.0,4.0,311,Maison,2657.6543209876545,83 RUE DU GUE ROND 77520 MONTIGNY-LENCOUP,3.056897,48.451036,0.9507490909090908
83 RUE DU POINT DU JOUR,19/12/2024,141000.0,92100,BOULOGNE-BILLANCOURT,25.0,0.0,1.0,12,Appartement,5640.0,83 RUE DU POINT DU JOUR 92100 BOULOGNE-BILLANCOURT,2.250468,48.830257,0.9790645454545452
83 RUE DU POINT DU JOUR,25/04/2024,144000.0,92100,BOULOGNE-BILLANCOURT,26.0,0.0,1.0,12,Appartement,5538.461538461538,83 RUE DU POINT DU JOUR 92100 BOULOGNE-BILLANCOURT,2.250468,48.830257,0.9790645454545452
83 RUE DU TEMPLE,20/09/2024,602000.0,75003,PARIS,51.0,0.0,2.0,103,Appartement,11803.921568627451,83 RUE DU TEMPLE 75003 PARIS,2.35653,48.861634,0.973721818181818
83 RUE DU VAL NOTRE DAME,19/12/2024,171000.0,78200,MANTES-LA-JOLIE,76.0,154.0,3.0,361,Maison,2250.0,83 RUE DU VAL NOTRE DAME 78200 MANTES-LA-JOLIE,1.700099,48.991622,0.9716263636363636
83 RUE ETIENNE LAURENT,16/02/2024,147000.0,91740,PUSSAY,67.0,710.0,4.0,511,Maison,2194.0298507462685,83 RUE ETIENNE LAURENT 91740 PUSSAY,1.992777,48.349271,0.9612781818181818
83 RUE EUGENE VARLIN,06/06/2024,165000.0,77176,SAVIGNY-LE-TEMPLE,93.0,0.0,5.0,445,Maison,1774.1935483870968,83 RUE EUGENE VARLIN 77176 SAVIGNY-LE-TEMPLE,2.574255,48.59523,0.9619509090909092
83 RUE FONDARY,12/02/2024,211600.0,75015,PARIS,24.0,0.0,1.0,115,Appartement,8816.666666666666,83 RUE FONDARY 75015 PARIS,2.297829,48.846381,0.9809372727272728
83 RUE GUERLAIN,13/03/2024,510000.0,92700,COLOMBES,89.0,0.0,4.0,25,Maison,5730.337078651685,83 RUE GUERLAIN 92700 COLOMBES,2.264495,48.926954,0.9751645454545452
83 RUE HAXO,07/05/2024,396000.0,75020,PARIS,64.0,0.0,3.0,120,Appartement,6187.5,83 RUE HAXO 75020 PARIS,2.4031,48.874409,0.9807381818181818
83 RUE HENRI BARBUSSE,05/04/2024,825157.06,92190,MEUDON,93.0,0.0,3.0,48,Appartement,8872.656559139785,83 RUE HENRI BARBUSSE 92190 MEUDON,2.242875,48.808191,0.9735236363636364
